date,bitcoin_count,bitcoin_polarity,bitcoin_subjectivity,bitcoin_polarity_zeros,bitcoin_subjectivity_zeros
2021-04-01,65598,0.319072539322054,0.5871357846195678,0.319072539322054,0.5871357846195678
2021-04-02,45281,0.26537304026855424,0.5374600824830056,0.26537304026855424,0.5374600824830056
2021-04-03,41644,0.2580330687671876,0.5250607686556746,0.2580330687671876,0.5250607686556746
2021-04-04,40048,0.2755904799558371,0.5247928593684301,0.2755904799558371,0.5247928593684301
2021-04-05,46247,0.2531635816045505,0.5231240835161003,0.2531635816045505,0.5231240835161003
2021-04-06,42804,0.22428162753698458,0.49081903931742554,0.22428162753698458,0.49081903931742554
2021-04-07,46912,0.23346748571785672,0.49477897678217053,0.23346748571785672,0.49477897678217053
2021-04-08,42174,0.23528876543167745,0.4904191174566372,0.23528876543167745,0.4904191174566372
2021-04-09,40272,0.22381802999998682,0.49161680136414654,0.22381802999998682,0.49161680136414654
2021-04-10,47567,0.23547558232194224,0.4945694522831449,0.23547558232194224,0.4945694522831449
2021-04-11,38600,0.23450277474919545,0.49304486887580723,0.23450277474919545,0.49304486887580723
2021-04-12,44356,0.21761349241608433,0.49362309985909386,0.21761349241608433,0.49362309985909386
2021-04-13,60270,0.20656415587914437,0.49670974715973176,0.20656415587914437,0.49670974715973176
2021-04-14,58069,0.20820259708716737,0.496655514061278,0.20820259708716737,0.496655514061278
2021-04-15,46655,0.219880410935965,0.4943129334559685,0.219880410935965,0.4943129334559685
2021-04-16,52045,0.20595253349353643,0.4951321894787656,0.20595253349353643,0.4951321894787656
2021-04-17,40016,0.2223227258682782,0.49048272396936043,0.2223227258682782,0.49048272396936043
2021-04-18,87102,0.20479611135261627,0.5113560146761387,0.20479611135261627,0.5113560146761387
2021-04-19,52601,0.20388722039745935,0.4816467725571564,0.20388722039745935,0.4816467725571564
2021-04-20,52287,0.2155085179277404,0.4967428303331326,0.2155085179277404,0.4967428303331326
2021-04-21,46779,0.21297568969975178,0.49182080148661117,0.21297568969975178,0.49182080148661117
2021-04-22,57667,0.21586404904932951,0.4978464031234232,0.21586404904932951,0.4978464031234232
2021-04-23,75227,0.19356905004754058,0.5014588837778379,0.19356905004754058,0.5014588837778379
2021-04-24,45755,0.2150806608531918,0.4860118773693086,0.2150806608531918,0.4860118773693086
2021-04-25,45234,0.2177517399737747,0.48993395519591126,0.2177517399737747,0.48993395519591126
2021-04-26,56061,0.21682801505917867,0.4949986390300103,0.21682801505917867,0.4949986390300103
2021-04-27,52036,0.23200787608478357,0.4942578112737382,0.23200787608478357,0.4942578112737382
2021-04-28,51583,0.23509824512582642,0.49668395237997454,0.23509824512582642,0.49668395237997454
2021-04-29,51153,0.24724507636201554,0.506073636157222,0.24724507636201554,0.506073636157222
2021-04-30,54967,0.2820800076051982,0.5296634640092189,0.2820800076051982,0.5296634640092189
2021-05-01,47571,0.2736534826587386,0.5269634702112833,0.2736534826587386,0.5269634702112833
2021-05-02,43648,0.2936960311111404,0.524175512199512,0.2936960311111404,0.524175512199512
2021-05-03,50136,0.2454154077741052,0.5119610116487024,0.2454154077741052,0.5119610116487024
2021-05-04,50690,0.2249775164785091,0.5060909486401334,0.2249775164785091,0.5060909486401334
2021-05-05,52309,0.26118277788087685,0.5186099805427375,0.26118277788087685,0.5186099805427375
2021-05-06,57305,0.3172912270308898,0.5349371992218388,0.3172912270308898,0.5349371992218388
