date,dogecoin_polarity,dogecoin_subjectivity,bitcoin_polarity,bitcoin_subjectivity,ethereum_polarity,ethereum_subjectivity,shared_polarity,shared_subjectivity
2021-01-25,0.10444889669283448,0.30490930707990543,,,,,,
2021-01-26,0.11211316941836431,0.27003295169791175,,,,,,
2021-01-27,0.07894735085114807,0.2858474401119091,,,,,,
2021-01-28,0.061366632881321485,0.23989012748224234,,,,,,
2021-01-29,0.051558631711408356,0.26158835331456,,,,,,
2021-01-30,0.06489809131584871,0.26088093739046325,,,,,,
2021-01-31,0.07258723618250937,0.25899849071920683,0.0988577023858978,0.30985944932752973,0.07203301499566636,0.3884750414901589,0.15290042969373915,0.3262723629969513
2021-02-01,0.09398820145969494,0.28926215976200176,0.10116185501621387,0.31684708297140546,0.06478310112891293,0.3603223467960445,0.1935220510611318,0.37776414267674435
2021-02-02,0.0997965185916417,0.29001653421952733,0.10487543615812267,0.3126283704034251,0.07353241619239616,0.34549855943631,0.1537367807438781,0.33927397229613826
2021-02-03,0.0868604282862518,0.26442711202376434,0.10687599960341083,0.3046970886357915,0.078312814071768,0.3491886953300055,0.1294896682385505,0.3340812989124368
2021-02-04,0.080538983153732,0.2553550660846665,0.10866445267133935,0.31068298823412166,0.07468274013027848,0.38675168754020106,0.1340615506968476,0.33091713015855556
2021-02-05,0.07598337259150098,0.2946535862153362,0.09635912225896195,0.331038821537228,0.06985893192964948,0.38390691111080266,0.14079350232944512,0.34549028365636025
2021-02-06,0.10177010104098749,0.2807880836206027,0.10430929503159189,0.314399352576947,0.05869652956678918,0.39226842931896255,0.14704690100844586,0.3423705376332092
2021-02-07,0.08852229953784742,0.26811601229920995,0.1086909659372657,0.3236394381002322,0.06246167540405292,0.38895288054549393,0.14474327369892645,0.3537448081327036
2021-02-08,0.09170159115542748,0.29278857531721814,0.09501137198986787,0.31874963772432485,0.06385630410168434,0.38543719983152586,0.13440088571103434,0.3359805469523624
2021-02-09,0.10278099100508113,0.2852512380875346,0.1040926157709219,0.324194554227018,0.07602351869939467,0.3792508705596391,0.13244424416941117,0.31298847422850906
2021-02-10,0.11126711618435688,0.28289391640557465,0.08032161153424767,0.2518317573154216,0.12378354771609164,0.40794197307000246,0.15947908941829458,0.3382282084098627
2021-02-11,0.10969100213384321,0.2897483598319833,0.10097232749793848,0.31606912914688484,0.08999442407915942,0.42001665445034453,0.14291116879051638,0.3130537569878286
2021-02-12,0.09758336125725356,0.2791622478172333,0.10749079214061528,0.3206982811612341,0.08323197771663052,0.40586525394623635,0.12184825244490803,0.3241608783811499
2021-02-13,0.1043661677505602,0.2843031761900071,0.11159426908974172,0.32162895932368324,0.24835395100422272,0.4695614671387496,0.12281194866972889,0.3254649721721327
2021-02-14,0.12136919461540828,0.3085184169104401,0.11526435833998774,0.32268488117623706,0.10985988596637593,0.33375111765864285,0.16939473292240917,0.35923845205350396
2021-02-15,0.12277984330035813,0.33197944156253656,0.11028021960870482,0.3277078734409126,0.08093050687487947,0.38073971627480674,0.17453244595334524,0.3697326325028633
2021-02-16,0.11443326294976537,0.3148838476986629,0.10947512252667535,0.31393632357911205,0.08096804045183559,0.3918058462250173,0.14636142497808163,0.33115982321069654
2021-02-17,0.10460851273347072,0.30858209948581294,0.1032320668297416,0.3108503388668832,0.07611995444501098,0.3873246329174029,0.1416473244414676,0.32432010631126623
2021-02-18,0.09776567683058879,0.28372212605155944,0.11424005306752552,0.324628991342349,0.07147136561290203,0.36963236656170306,0.1305406913423955,0.33545853736860903
2021-02-19,0.10579887305456198,0.29244418419600976,0.09733693398243172,0.3062511134606709,0.05428381909589084,0.37235738551129655,0.1345869436729601,0.33105537045120165
2021-02-20,0.10092923188570474,0.28568327683275585,0.10896718195090416,0.31310633991548414,0.07499128244327484,0.3588648554433101,0.13354263267583438,0.3480522521739423
2021-02-21,0.10284630348611937,0.2919033224835021,0.10694875714454358,0.3146487905030094,0.06580599228613437,0.3727895827064293,0.14635669134871346,0.3521535616637178
2021-02-22,0.1097000483965387,0.2917204575634433,0.1028657889267028,0.3119580982247173,0.06590815275307903,0.3956877075620377,0.1334648151968189,0.34523633619218425
2021-02-23,0.11581357056615156,0.319713382572051,0.09222814057864102,0.3202476104892506,0.06888534777576577,0.371939001674525,0.12433962763368045,0.3395489220389779
2021-02-24,0.10274276873601161,0.2784398623735258,0.09114412680789788,0.32615476732197024,0.09197239050497079,0.3857406225294865,0.17987542904337434,0.413510398459357
2021-02-25,0.11763264651045584,0.3160453975234165,0.10877977272450655,0.3256739639720009,0.06986080147009004,0.3575377177314398,0.16488569060353536,0.39441405730275103
2021-02-26,0.12397981892357597,0.325828606777988,0.1033443938117246,0.3306154588609615,0.07533479200507195,0.37076908564677213,0.14848467758596423,0.35942963090107416
2021-02-27,0.16164079796863695,0.3453422261786126,0.1081125339611256,0.3248226473878877,0.0875289931861675,0.3766542746670744,0.16653588507751244,0.392708692120784
2021-02-28,0.14156825790834895,0.31587794620793685,0.1069618856915141,0.3284879953518809,0.06798599979879613,0.37158537566680905,0.14713885266469398,0.3718902090672102
2021-03-01,0.1374799297557254,0.3214478635216121,0.11542479932387456,0.3252909971562767,0.06337790050807225,0.36915068827472286,0.16222696118141886,0.35050155004813455
2021-03-02,0.127864196370946,0.31945165065939124,0.12281441057415994,0.33786659901311283,0.07362207381449105,0.3804477204715685,0.18135435737762465,0.3576349404269749
2021-03-03,0.13279644731272036,0.3208899416829332,0.11567306262099956,0.329053105635582,0.07812036221406773,0.3728686363014627,0.17180453060129183,0.3653294864899362
2021-03-04,0.14131165196196693,0.3284794314861643,0.11567074149500306,0.32919715497300167,0.06543074205973651,0.3864724970363374,0.20468667048586173,0.43815715133323685
2021-03-05,0.12882965390450435,0.3301629555390324,0.10863085559163589,0.32709366174324667,0.06196772974620891,0.3711519007765386,0.1655996701355554,0.36131589440989975
2021-03-06,0.15044672299534956,0.3341326703493347,0.12580435291923095,0.34217471955286277,0.06956032271430261,0.36285378691891756,0.18600920964529377,0.3648282869832929
2021-03-07,0.1539614786959164,0.3418175078721659,0.12684786137641121,0.33038002282665135,0.04353158388821552,0.385175664125744,0.16999570416896295,0.3400622642268746
2021-03-08,0.15019396430960372,0.32989919346013824,0.15716165798379522,0.3691462793912175,0.08224458090524167,0.38851086408100416,0.19546752571104412,0.3515716443707374
2021-03-09,0.15850633224660277,0.34690332223843906,0.1212070521332937,0.341263267195696,0.05945137845562398,0.39275065181321045,0.18931750718453427,0.35452743892672095
2021-03-10,0.15216808521670558,0.3308001875241656,0.12763432195046262,0.3311899390456203,0.05951430586277961,0.39373135743009635,0.18679485787064837,0.3427623991702554
2021-03-11,0.1407507040374024,0.31892033864501323,0.17343531331630305,0.3730575848891509,0.09832411431904613,0.39379490502307823,0.17064954161660761,0.3428462682111816
2021-03-12,0.13637912336996785,0.3286677953834974,0.1366810354047674,0.34209153776686657,0.10011193060964486,0.3661013840523725,0.1736639903231685,0.3650675531148659
2021-03-13,0.11811369215886397,0.2977729697617558,0.11979023572712244,0.3253028990442113,0.06345626340307416,0.364894565712138,0.14675262714015316,0.3344365247633298
2021-03-14,0.13298646559308364,0.3071860623462947,0.12877002506829854,0.3367874928427989,0.07017939084352388,0.39561534483940586,0.14806264630376495,0.33524032615070803
2021-03-15,0.13540939394658724,0.33206197366636325,0.11223041311980966,0.32505096508941583,0.20155403216104828,0.33499173928609927,0.1579580464626886,0.33713286863019387
2021-03-16,0.1636986438746446,0.33805967133981885,0.12664644541600373,0.33362642458071756,0.04672805973081913,0.25617903463663577,0.1597196888301356,0.328834538277624
2021-03-17,0.15463757068855322,0.3421311367127539,0.12020954334485338,0.3206928545460417,0.06332855696434181,0.3434842924850949,0.16637408807938842,0.3506537231924332
2021-03-18,0.12663326787552773,0.3201952896438277,0.1066304525851111,0.29652889287809675,0.05268826245261905,0.3120281325506816,0.19054587682798707,0.34243995329670135
2021-03-19,0.1392468762909915,0.33819566798933764,0.17457128499412877,0.3471653722529603,0.07826939260616049,0.3417217605622095,0.19854347146608955,0.3385676746182178
2021-03-20,0.11871918709988115,0.2987059995784148,0.19596197643123314,0.3576312654191191,0.06356472765006188,0.3463472280961033,0.19198946385212276,0.3278851786690034
2021-03-21,0.12638042859071108,0.31765581224252193,0.16894589824214948,0.34826350231221576,0.17400012716854216,0.4099251124205862,0.2012876884440641,0.35864933569608914
