datetime,dogecoin_count,dogecoin_polarity,dogecoin_subjectivity,dogecoin_polarity_zeros,dogecoin_subjectivity_zeros,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap
2021-02-16 14:00:00+00:00,540,0.234282258244068,0.491560949024824,0.138017765995268,0.317567840830394,0.05554047046509,0.05575672,0.0559109,0.05527056,3404311020,7159189410
2021-02-16 15:00:00+00:00,518,0.236353680652525,0.498522501072454,0.123948973915463,0.290911588029427,0.05571212566533,0.05577934,0.05681409331473,0.05559734950629,3290930782,7162094125
2021-02-16 16:00:00+00:00,874,0.215858064287625,0.530206379887339,0.110816765445319,0.305001663346563,0.05578500618212,0.05514266,0.05735435,0.05514266,3315205623,7080344048
2021-02-16 17:00:00+00:00,678,0.20957322854053,0.51382511363818,0.118522687301948,0.318494592910557,0.05552288,0.05512281,0.05552291,0.05487433,3284782342,7077795316
2021-02-16 18:00:00+00:00,703,0.21011318440315,0.545271386595921,0.11990154544745,0.340794616622451,0.05472996596635,0.05388505,0.05472996596635,0.05355001,3328610557,6918865784
2021-02-16 19:00:00+00:00,800,0.165056031755529,0.493221297175415,0.090908657765524,0.305610442311789,0.05357602164811,0.05228398,0.05357602164811,0.05148646,3406107529,6713288739
2021-02-16 20:00:00+00:00,1095,0.193300746906569,0.54017945965842,0.100792532315568,0.311760716717145,0.05233027831262,0.05289848,0.05289848,0.05098287120628,3491437157,6792189968
2021-02-16 21:00:00+00:00,928,0.213900697595676,0.597688203443401,0.11175510656413,0.345087864550516,0.05324517,0.05371798,0.05371798,0.0527884006345,3509387704,6897414015
2021-02-16 22:00:00+00:00,632,0.21130594958866,0.526559817205826,0.101845660387327,0.28225503715087,0.05361551254522,0.05372852,0.05372852,0.05270838,3454519503,6898767829
2021-02-16 23:00:00+00:00,637,0.197773030173824,0.535341590466307,0.107226341660507,0.325074893487974,0.05376471443621,0.05352025,0.05386820441086,0.05294078957864,3409478696,6872026263
2021-02-17 00:00:00+00:00,494,0.160081297560464,0.509834659388231,0.076229189314507,0.273800094856642,0.05344925,0.05401552,0.05428454,0.05299646835749,3394726203,6935618151
2021-02-17 01:00:00+00:00,505,0.230258737702723,0.536414829622474,0.119351717342243,0.317389703590804,0.05373290890154,0.05437389,0.05441524,0.05373290890154,3377896956,6981633201
2021-02-17 02:00:00+00:00,557,0.162635226980083,0.515150014311136,0.084690233404375,0.312176160746149,0.05457937793053,0.054257,0.05498263,0.054257,3309400797,6966624257
2021-02-17 03:00:00+00:00,488,0.214198217969051,0.508739234857735,0.12287339635434,0.328642916574764,0.0542258591322,0.0538665,0.0542258591322,0.05314117842799,3287829048,6916483961
2021-02-17 04:00:00+00:00,511,0.210140585502548,0.521556180393948,0.116401402753862,0.315746020973787,0.05381524789282,0.05234294,0.05397157,0.05134088805421,3314808315,6720859204
2021-02-17 05:00:00+00:00,546,0.186820124461706,0.514743126819593,0.109499833715593,0.336183908186002,0.0522102495765,0.05287652,0.05294423408367,0.05216124064804,3289547894,6789370108
2021-02-17 06:00:00+00:00,417,0.244711252962393,0.542368827597716,0.139835001692796,0.33465310639008,0.05284005326004,0.05275894,0.05320251,0.05271246,3275093843,6774273157
2021-02-17 07:00:00+00:00,364,0.172744621499286,0.523806088664422,0.082966950827614,0.281616176701302,0.05279618,0.05392675,0.05394150036665,0.05235663829226,3304468114,6924221172
2021-02-17 08:00:00+00:00,335,0.238321268036221,0.516328943803353,0.105810687468364,0.272090356278116,0.05384111065276,0.0538878,0.0538958680582,0.05334158,3301196056,6919961538
2021-02-17 09:00:00+00:00,350,0.237857389079538,0.513735348254113,0.118928694539769,0.278076931623786,0.05399960124265,0.05345936,0.05406583,0.05345936,3295266297,6864943727
2021-02-17 10:00:00+00:00,351,0.221911362015481,0.55583808788667,0.134229311658145,0.368751121719937,0.05362938,0.05304566,0.05362986,0.05304566,3300962976,6811819111
2021-02-17 11:00:00+00:00,296,0.212715634233491,0.475965420875421,0.122804902237892,0.30667875056406,0.0529449920787,0.05232732,0.05305465,0.05232732,3257484460,6719573481
2021-02-17 12:00:00+00:00,423,0.212009222474339,0.502216665204223,0.09873353682018,0.261080143644073,0.05235890605144,0.05290661,0.05336829,0.05233257,3219346313,6793963315
2021-02-17 13:00:00+00:00,445,0.204409354269538,0.501816566818965,0.110113372389245,0.29720683570528,0.0530260718882,0.0530654,0.05313658910865,0.05263423,3190051292,6814354041
2021-02-17 14:00:00+00:00,495,0.202006412677962,0.537364165938258,0.106700823106821,0.31415135854852,0.05307014898961,0.05247446,0.05320703,0.05212262333757,3121701906,6738467883
2021-02-17 15:00:00+00:00,584,0.186955605550409,0.520353251347367,0.098331052129222,0.306573811741903,0.05239429,0.0521295,0.05256410036008,0.05203591,3047428931,6694170657
