date,bitcoin_count,bitcoin_polarity,bitcoin_subjectivity,bitcoin_polarity_zeros,bitcoin_subjectivity_zeros
2021-04-13,52635,0.2017378266884314,0.4954234300021374,0.2017378266884314,0.4954234300021374
2021-04-14,49452,0.1978271656069775,0.4941706339190319,0.1978271656069775,0.4941706339190319
2021-04-15,38728,0.20911747870454772,0.49114134091517775,0.20911747870454772,0.49114134091517775
2021-04-16,43278,0.1972671072229881,0.49335060661165003,0.1972671072229881,0.49335060661165003
2021-04-17,33207,0.21326358915939592,0.48636660721466457,0.21326358915939592,0.48636660721466457
2021-04-18,75574,0.20209101201941063,0.5099448016128306,0.20209101201941063,0.5099448016128306
2021-04-19,44196,0.19365195854113465,0.4735942244064392,0.19365195854113465,0.4735942244064392
2021-04-20,43316,0.20620334004800778,0.49219074909087474,0.20620334004800778,0.49219074909087474
2021-04-21,38731,0.20492716611982972,0.4880219682959157,0.20492716611982972,0.4880219682959157
2021-04-22,48168,0.21322238173843952,0.4941502498678714,0.21322238173843952,0.4941502498678714
2021-04-23,64085,0.18091320293350663,0.4952457706663507,0.18091320293350663,0.4952457706663507
2021-04-24,38239,0.20367573278852075,0.4805524822119727,0.20367573278852075,0.4805524822119727
2021-04-25,38032,0.20741909941036465,0.48504719681860403,0.20741909941036465,0.48504719681860403
2021-04-26,47743,0.2099570321627572,0.4929314285870406,0.2099570321627572,0.4929314285870406
2021-04-27,44187,0.22593873877273532,0.49198453687613275,0.22593873877273532,0.49198453687613275
2021-04-28,41542,0.2238563790569547,0.48788917234085305,0.2238563790569547,0.48788917234085305
2021-04-29,39357,0.22501713030847997,0.49374089316573166,0.22501713030847997,0.49374089316573166
2021-04-30,40322,0.24613131136575664,0.5104134010584076,0.24613131136575664,0.5104134010584076
2021-05-01,37012,0.25879872468477266,0.5168363322019024,0.25879872468477266,0.5168363322019024
2021-05-02,35424,0.29205443464258524,0.5240929975184064,0.29205443464258524,0.5240929975184064
2021-05-03,36927,0.24148043232379562,0.5088082561726595,0.24148043232379562,0.5088082561726595
2021-05-04,38760,0.2106777391497698,0.5023158567478271,0.2106777391497698,0.5023158567478271
2021-05-05,39933,0.23507044238116465,0.5058325271247084,0.23507044238116465,0.5058325271247084
